core_metric,core_metric_timestamp,timestamp_ms,time_utc
0.1634693134675263,1770835510735,1770835510735,2026-02-11 18:45:10.735000+00:00
0.1924614224519829,1770871382314,1770871382314,2026-02-12 04:43:02.314000+00:00
0.2117417290926854,1770897185539,1770897185539,2026-02-12 11:53:05.539000+00:00
